element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,2,"=""612.4571""","=""0.0008""","=""612.45831""","=""0.00006""","=""3""","=""""",,"=""174409.8916""","=""190733.0156""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""1/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""612.74159""","=""""","=""""","=""1.1e+05""",D+,"=""105617.2700""","=""121932.8477""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""612.8724""","=""""","=""""","=""8.6e+04""",D,"=""107496.4166""","=""123808.513""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,5,"=""""","=""""","=""613.378""","=""0.003""","=""""","=""4.9e-05""",D,"=""0.000""","=""16298.66""","=""3s2.3p2""","=""3P""","=""0""","=""3s2.3p2""","=""1D""","=""2""",E2,"=""T761""","=""""",
Ar,2,"=""613.483""","=""0.002""","=""613.483796""","=""0.000015""","=""0h?""","=""""",,"=""186171.3330""","=""202467.1718""","=""3s2.3p4.(3P).4d""","=""4P""","=""1/2""","=""3s2.3p4.(3P).6p""","=""4D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""613.86551""","=""0.00005""","=""613.865544""","=""0.000015""","=""28""","=""1.2e+06""",B,"=""143107.6801""","=""159393.3850""","=""3s2.3p4.(3P).3d""","=""4F""","=""5/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""614.2615""","=""0.0008""","=""614.261098""","=""0.000023""","=""2""","=""""",,"=""191974.5800""","=""208249.7978""","=""3s2.3p4.(1S).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).7s""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,1,"=""614.5441""","=""""","=""614.54412""","=""""","=""10""","=""7.6e+05""",C,"=""107289.7001""","=""123557.4227""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""3""",,"=""T1218n""","=""L2634""",
Ar,2,"=""614.646""","=""0.002""","=""614.648409""","=""0.000015""","=""0""","=""""",,"=""191012.4246""","=""207277.3869""","=""3s2.3p4.(3P).5p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).7s""","=""4P""","=""3/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""615.52382""","=""""","=""""","=""5.1e+05""",D,"=""106237.5518""","=""122479.3820""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""616.51229""","=""""","=""""","=""9.89e+04""",C,"=""107289.7001""","=""123505.4896""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,2,"=""616.67835""","=""0.00008""","=""616.67821""","=""0.00010""","=""4""","=""""",,"=""192712.058""","=""208923.4846""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""","=""3s2.3p4.(1D<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L2634""",
Ar,2,"=""616.76273""","=""0.00008""","=""616.76267""","=""0.00010""","=""4""","=""""",,"=""192712.058""","=""208921.2645""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""","=""3s2.3p4.(1D<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L2634""",
Ar,1,"=""617.0174""","=""""","=""617.01738""","=""""","=""7""","=""5.0e+05""",C,"=""106237.5518""","=""122440.0672""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
Ar,2,"=""617.22775""","=""0.00001""","=""617.227751""","=""0.000016""","=""407""","=""2.00e+07""",A,"=""154204.0240""","=""170401.0170""","=""3s2.3p4.(1D).3d""","=""2G""","=""7/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,1,"=""617.3096""","=""""","=""617.3096""","=""""","=""10""","=""6.7e+05""",C,"=""106087.2598""","=""122282.104""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""L2634""",
Ar,2,"=""617.4378""","=""0.0008""","=""617.44040""","=""0.00007""","=""3""","=""""",,"=""174821.0098""","=""191012.4246""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P).5p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""617.94195""","=""""","=""""","=""6.6e+04""",D,"=""107289.7001""","=""123467.9733""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,2,"=""618.3024""","=""0.0008""","=""618.30237""","=""0.00004""","=""2""","=""""",,"=""189934.6322""","=""206103.4749""","=""3s2.3p4.(3P).4d""","=""2P""","=""1/2""","=""3s2.3p4.(3P<1>).5f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""618.71350""","=""0.00008""","=""618.71348""","=""0.00005""","=""9""","=""""",,"=""179931.8393""","=""196089.9385""","=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L2634""",
Ar,2,"=""619.2301""","=""0.0008""","=""619.22958""","=""0.00006""","=""2""","=""""",,"=""179931.8393""","=""196076.4715""","=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""620.11002""","=""0.00008""","=""620.10994""","=""0.00007""","=""9""","=""""",,"=""174821.0098""","=""190942.7220""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P).5p""","=""2S*""","=""1/2""",,"=""""","=""L2634""",
Ar,2,"=""620.6463""","=""0.0008""","=""620.645824""","=""0.000016""","=""1""","=""""",,"=""191169.5946""","=""207277.3869""","=""3s2.3p4.(3P).5p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).7s""","=""4P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""620.8935""","=""0.0008""","=""620.89316""","=""0.00006""","=""2""","=""""",,"=""174409.8916""","=""190511.2674""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P).5p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""621.0420""","=""0.0008""","=""621.04183""","=""0.00006""","=""1""","=""""",,"=""174409.8916""","=""190507.4128""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""""","=""""","=""621.224738""","=""0.000011""","=""""","=""2.1e+03""",E,"=""139258.3389""","=""155351.1206""","=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""",,"=""T997n""","=""""",
Ar,1,"=""621.2503""","=""""","=""621.2503""","=""""","=""10""","=""3.9e+05""",D+,"=""106237.5518""","=""122329.672""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""",,"=""T1218n""","=""L2634""",
Ar,1,"=""621.5938""","=""""","=""621.59387""","=""""","=""5""","=""5.7e+05""",D+,"=""107289.7001""","=""123372.9253""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
Ar,1,"=""""","=""""","=""623.0921""","=""""","=""""","=""1.2e+04""",D,"=""106237.5518""","=""122282.104""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,2,"=""623.2892""","=""0.0008""","=""623.28888""","=""0.00003""","=""2""","=""""",,"=""190592.2306""","=""206631.7185""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<0>).5f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""623.457""","=""0.002""","=""623.45229""","=""0.00003""","=""1p""","=""""",,"=""192556.9179""","=""208592.2016""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""","=""3s2.3p4.(1D<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""623.97120""","=""0.00008""","=""623.971198""","=""0.000020""","=""8""","=""2.e+05""",D,"=""143371.4364""","=""159393.3850""","=""3s2.3p4.(3P).3d""","=""4F""","=""3/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""",,"=""T926""","=""L2634""",
Ar,2,"=""624.31199""","=""0.00001""","=""624.311983""","=""0.000016""","=""89""","=""3.0e+06""",B,"=""142717.0965""","=""158730.2995""","=""3s2.3p4.(3P).3d""","=""4F""","=""7/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,1,"=""""","=""""","=""624.3390""","=""""","=""""","=""1.3e+05""",D,"=""107496.4166""","=""123508.927""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""624.47304""","=""""","=""""","=""2.0e+04""",D,"=""107496.4166""","=""123505.4896""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""624.84057""","=""""","=""""","=""6.8e+04""",D,"=""106087.2598""","=""122086.9164""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,2,"=""624.9975""","=""0.0008""","=""624.99859""","=""0.00003""","=""1""","=""""",,"=""192333.4986""","=""208329.1101""","=""3s2.3p4.(1S).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).7s""","=""4P""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""627.315""","=""0.002""","=""627.31452""","=""0.00006""","=""0h""","=""""",,"=""172829.6539""","=""188766.2129""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).5p""","=""4P*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""627.7425""","=""0.0008""","=""627.742657""","=""0.000016""","=""2""","=""""",,"=""191169.5946""","=""207095.2846""","=""3s2.3p4.(3P).5p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).7s""","=""4P""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""627.86454""","=""""","=""""","=""2.0e+04""",D,"=""106237.5518""","=""122160.1502""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""",,"=""T1218n""","=""""",
Ar,2,"=""628.112""","=""0.002""","=""628.113036""","=""0.000020""","=""0""","=""""",,"=""192333.4986""","=""208249.7978""","=""3s2.3p4.(1S).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).7s""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""628.2823""","=""0.0008""","=""628.28252""","=""0.00007""","=""1""","=""""",,"=""174821.0098""","=""190733.0156""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""629.450""","=""0.002""","=""629.44964""","=""0.00008""","=""0.5""","=""""",,"=""196315.5916""","=""212198.0935""","=""3s2.3p4.(3P<1>).4f""","=""2[3]*""","=""5/2""","=""3s2.3p4.(3P<0>).6g""","=""2[4]""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""629.5446""","=""0.0008""","=""629.54312""","=""0.00008""","=""2""","=""""",,"=""192712.058""","=""208592.2016""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""","=""3s2.3p4.(1D<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,1,"=""629.6872""","=""""","=""629.68726""","=""""","=""7""","=""9.0e+05""",D+,"=""107496.4166""","=""123372.9253""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
Ar,1,"=""630.7657""","=""""","=""630.76569""","=""""","=""15""","=""6.0e+05""",D+,"=""106237.5518""","=""122086.9164""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
Ar,1,"=""""","=""""","=""630.91603""","=""""","=""""","=""7.6e+04""",D,"=""106087.2598""","=""121932.8477""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,2,"=""631.540""","=""0.002""","=""631.54070""","=""0.00016""","=""1""","=""""",,"=""194800.2662""","=""210630.181""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""9/2""","=""3s2.3p4.(3P<2>).6g""","=""2[3]""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""632.3735""","=""0.0008""","=""632.37174""","=""0.00012""","=""3""","=""""",,"=""194800.2662""","=""210609.378""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""9/2""","=""3s2.3p4.(3P<2>).6g""","=""2[4]""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""632.416""","=""0.002""","=""632.41631""","=""0.00016""","=""1p*""","=""""",,"=""194822.1833""","=""210630.181""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<2>).6g""","=""2[3]""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""632.416""","=""0.002""","=""632.41887""","=""0.00008""","=""1p*""","=""""",,"=""194822.1833""","=""210630.117""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<2>).6g""","=""2[3]""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""632.44151""","=""0.00012""","=""632.44176""","=""0.00005""","=""12""","=""""",,"=""194800.2662""","=""210607.6278""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""9/2""","=""3s2.3p4.(3P<2>).6g""","=""2[5]""","=""11/2""",,"=""""","=""L11520""",
Ar,2,"=""632.6117""","=""0.0008""","=""632.6117""","=""0.0008""","=""2*""","=""""",,"=""208803.3311""","=""224606.447""","=""3s2.3p4.(1D<2>).4f""","=""2[5]*""","=""11/2""","=""3s2.3p4.(1D<2>).6g""","=""2[6]""","=""13/2""",,"=""""","=""L14821""",
Ar,2,"=""632.6117""","=""0.0008""","=""632.6117""","=""0.0008""","=""2*""","=""""",,"=""208803.3348""","=""224606.450""","=""3s2.3p4.(1D<2>).4f""","=""2[5]*""","=""9/2""","=""3s2.3p4.(1D<2>).6g""","=""2[6]""","=""11/2""",,"=""""","=""L14821""",
Ar,2,"=""632.8474""","=""0.0008""","=""632.84661""","=""0.00016""","=""1""","=""""",,"=""194861.3529""","=""210658.602""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""","=""3s2.3p4.(3P<2>).6g""","=""2[2]""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""633.2499""","=""0.0008""","=""633.24966""","=""0.00012""","=""5""","=""""",,"=""194822.1833""","=""210609.378""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<2>).6g""","=""2[4]""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""633.2832""","=""0.0008""","=""633.28495""","=""0.00006""","=""1""","=""""",,"=""174409.8916""","=""190196.2066""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P).5p""","=""2P*""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""633.3147""","=""0.0002""","=""633.31468""","=""0.00006""","=""6""","=""""",,"=""194822.1833""","=""210607.7571""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<2>).6g""","=""2[5]""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""633.713""","=""0.002""","=""633.71341""","=""0.00006""","=""0""","=""""",,"=""194883.0921""","=""210658.7338""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""","=""3s2.3p4.(3P<2>).6g""","=""2[2]""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""633.9897""","=""0.0008""","=""633.98981""","=""0.00008""","=""3""","=""""",,"=""194861.3529""","=""210630.117""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""","=""3s2.3p4.(3P<2>).6g""","=""2[3]""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""634.82272""","=""0.00019""","=""634.82281""","=""0.00004""","=""7""","=""""",,"=""194861.3529""","=""210609.4258""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""","=""3s2.3p4.(3P<2>).6g""","=""2[4]""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""634.8601""","=""0.0008""","=""634.86248""","=""0.00016""","=""2""","=""""",,"=""194883.0921""","=""210630.181""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""","=""3s2.3p4.(3P<2>).6g""","=""2[3]""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""635.7025""","=""0.0003""","=""635.70229""","=""0.00012""","=""7""","=""""",,"=""194883.0921""","=""210609.378""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""","=""3s2.3p4.(3P<2>).6g""","=""2[4]""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""635.76776""","=""0.00008""","=""635.76782""","=""0.00006""","=""8""","=""""",,"=""194883.0921""","=""210607.7571""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""","=""3s2.3p4.(3P<2>).6g""","=""2[5]""","=""9/2""",,"=""""","=""L2634""",
Ar,1,"=""""","=""""","=""636.48937""","=""""","=""""","=""5.6e+05""",D+,"=""106087.2598""","=""121794.0988""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
Ar,2,"=""636.5440""","=""0.0008""","=""636.54546""","=""0.00004""","=""1""","=""""",,"=""179592.2248""","=""195297.6798""","=""3s2.3p4.(1S).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""636.9128""","=""0.0008""","=""636.91233""","=""0.00006""","=""2""","=""""",,"=""174409.8916""","=""190106.3000""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""",,"=""""","=""L14821""",
Ar,1,"=""636.9575""","=""""","=""636.95748""","=""""","=""7""","=""4.2e+05""",D+,"=""106237.5518""","=""121932.8477""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""L2634""",
Ar,2,"=""637.319""","=""0.002""","=""637.31859""","=""0.00007""","=""0""","=""""",,"=""174821.0098""","=""190507.4128""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""637.5945""","=""0.0008""","=""637.59543""","=""0.00006""","=""3""","=""""",,"=""158730.2995""","=""174409.8916""","=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""638.2696""","=""0.0008""","=""638.26931""","=""0.00003""","=""3""","=""""",,"=""190592.2306""","=""206255.2684""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<1>).5f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""638.30967""","=""0.00008""","=""638.30994""","=""0.00017""","=""5""","=""""",,"=""194996.5613""","=""210658.602""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""","=""3s2.3p4.(3P<2>).6g""","=""2[2]""","=""3/2""",,"=""""","=""L2634""",
Ar,1,"=""638.4717""","=""""","=""638.47167""","=""""","=""20""","=""4.21e+05""",C,"=""104102.0990""","=""119760.1725""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""L2634""",
Ar,2,"=""638.8341""","=""0.0003""","=""638.83417""","=""0.00009""","=""5""","=""""",,"=""196076.4715""","=""211725.660""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""3/2""","=""3s2.3p4.(3P<1>).6g""","=""2[3]""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""639.1117""","=""0.0008""","=""639.11273""","=""0.00008""","=""2""","=""""",,"=""196119.1021""","=""211761.470""","=""3s2.3p4.(3P<1>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<1>).6g""","=""2[4]""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""639.3802""","=""0.0006""","=""639.38006""","=""0.00006""","=""7bl""","=""""",,"=""196089.9385""","=""211725.7661""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""5/2""","=""3s2.3p4.(3P<1>).6g""","=""2[3]""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""639.4729""","=""0.0003""","=""639.47298""","=""0.00009""","=""7""","=""""",,"=""194996.5613""","=""210630.117""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""","=""3s2.3p4.(3P<2>).6g""","=""2[3]""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""639.66084""","=""0.00016""","=""639.66112""","=""0.00005""","=""11""","=""""",,"=""196103.4029""","=""211732.3605""","=""3s2.3p4.(3P<1>).4f""","=""2[4]*""","=""9/2""","=""3s2.3p4.(3P<1>).6g""","=""2[5]""","=""11/2""",,"=""""","=""L11520""",
Ar,2,"=""639.7184""","=""0.0008""","=""639.71951""","=""0.00008""","=""2""","=""""",,"=""195031.2028""","=""210658.7338""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""","=""3s2.3p4.(3P<2>).6g""","=""2[2]""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""639.92085""","=""0.00008""","=""639.920633""","=""0.000017""","=""18""","=""6.e+05""",C,"=""143107.6801""","=""158730.2995""","=""3s2.3p4.(3P).3d""","=""4F""","=""5/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,2,"=""640.30123""","=""0.00015""","=""640.30137""","=""0.00004""","=""11""","=""""",,"=""196119.1021""","=""211732.4320""","=""3s2.3p4.(3P<1>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<1>).6g""","=""2[5]""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""640.8909""","=""0.0004""","=""640.89048""","=""0.00017""","=""7""","=""""",,"=""195031.2028""","=""210630.181""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""","=""3s2.3p4.(3P<2>).6g""","=""2[3]""","=""7/2""",,"=""""","=""L11520""",
Ar,1,"=""641.6307""","=""""","=""641.63067""","=""""","=""70""","=""1.16e+06""",C,"=""104102.0990""","=""119683.0821""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
Ar,2,"=""641.7417""","=""0.0008""","=""641.74436""","=""0.00005""","=""1""","=""""",,"=""195031.2028""","=""210609.4258""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""","=""3s2.3p4.(3P<2>).6g""","=""2[4]""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""641.83696""","=""0.00019""","=""641.83726""","=""0.00007""","=""10""","=""""",,"=""196621.9658""","=""212197.9340""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""7/2""","=""3s2.3p4.(3P<0>).6g""","=""2[4]""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""642.2894""","=""0.0003""","=""642.28983""","=""0.00009""","=""7""","=""""",,"=""196633.1005""","=""212198.0935""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""5/2""","=""3s2.3p4.(3P<0>).6g""","=""2[4]""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""642.4144""","=""0.0008""","=""642.416486""","=""0.000017""","=""1""","=""""",,"=""187589.3383""","=""203151.2627""","=""3s2.3p4.(3P).4d""","=""2F""","=""5/2""","=""3s2.3p4.(1D).5p""","=""2F*""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""643.15549""","=""""","=""""","=""5.1e+04""",D,"=""105617.2700""","=""121161.3135""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,2,"=""643.1556""","=""0.0002""","=""643.155902""","=""0.000013""","=""6""","=""""",,"=""170530.4040""","=""186074.4375""","=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""","=""3s2.3p4.(3P).4d""","=""4F""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""643.3683""","=""0.0008""","=""643.370035""","=""0.000017""","=""1""","=""""",,"=""186891.0393""","=""202429.8993""","=""3s2.3p4.(3P).4d""","=""4P""","=""5/2""","=""3s2.3p4.(3P).6p""","=""4D*""","=""7/2""",,"=""""","=""L14821""",
Ar,5,"=""643.510""","=""0.010""","=""643.512""","=""0.003""","=""*""","=""2.23e-01""",C,"=""763.236""","=""16298.66""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p2""","=""1D""","=""2""",M1,"=""T335,T761""","=""L3453""",
